mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin
165	163	1299/2	1307/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2877									297		
165	163	2599/4	2615/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2878											
165	163	650	654	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2879									298		
165	163	2601/4	2617/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2880									298		
165	163	1301/2	1309/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2881									298		
165	163	2603/4	2619/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2882											
165	163	651	655	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2883									299		
165	163	2605/4	2621/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2884									299		
165	163	1303/2	1311/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2885									299		
165	163	2607/4	2623/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2886											
165	163	652	656	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2887									300		
165	163	2609/4	2625/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2888									300		
165	163	1305/2	1313/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2889									300		
165	163	2611/4	2627/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2890											
165	163	649	653	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2891											
165	163	651	655	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2892											
165	163	649	653	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2893											
165	163	651	655	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2894											
165	163	649	653	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2895											
165	163	651	655	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2896											
166	164	653	657	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	2897									301		
166	164	2613/4	2629/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2898									301		
166	164	1307/2	1315/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2899									301		
166	164	2615/4	2631/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2900											
166	164	654	658	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2901									302		
166	164	2617/4	2633/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2902									302		
166	164	1309/2	1317/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2903									302		
166	164	2619/4	2635/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2904											
166	164	655	659	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2905									303		
166	164	2621/4	2637/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2906									303		
166	164	1311/2	1319/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2907									303		
166	164	2623/4	2639/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2908											
166	164	656	660	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2909									304		
166	164	2625/4	2641/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2910									304		
166	164	1313/2	1321/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2911									304		
166	164	2627/4	2643/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2912											
166	164	653	657	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2913											
166	164	655	659	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2914											
166	164	653	657	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2915											
166	164	655	659	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2916											
166	164	653	657	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2917											
166	164	655	659	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2918											
167	165	657	661	1.5		0	0	Chord	4/4	1	1	3/8			1/4	3/2	2919									305		
167	165	1317/2	1325/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2920									305		
167	165	659	663	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2921									305		
167	165	1319/2	1327/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	2922									305		
167	165	660	664	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2923									305		
167	165	1321/2	1329/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2924											
167	165	657	661	0.0		0	0	Dynamic	4/4	2	1	0						pp										
167	165	657	661	4.0		0	0	Chord	4/4	2	1	1			1	1	2925											
167	165	657	661	0.0		0	0	Dynamic	4/4	3	1	0						pp										
167	165	657	661	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2926		articStaccatoAbove									
167	165	657	661	0.0		0	0	Dynamic	4/4	4	1	0						pp										
167	165	657	661	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2927									306		
167	165	659	663	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2928									306		
167	165	660	664	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2929											
168	166	661	665	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	2930									307		
168	166	1323/2	1331/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2931											
168	166	662	666	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2932									308		
168	166	1325/2	1333/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2933											
168	166	663	667	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2934		ornamentTrill									
168	166	661	665	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2935											
168	166	662	666	2.0		1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	2936											
168	166	664	668	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2937											
168	166	664	668	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2938											
168	166	661	665	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2939									309		
168	166	662	666	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2940									309		
168	166	663	667	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2941											
168	166	664	668	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2942											
169	167	665	669	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2943											
169	167	665	669	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2944											
169	167	667	671	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2945											
169	167	668	672	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2946											
169	167	665	669	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2947											
169	167	667	671	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2948											
169	167	668	672	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2949											
169	167	665	669	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2950											
169	167	667	671	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2951											
169	167	668	672	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2952											
170	168	671	675	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2953											
170	168	2685/4	2701/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2954											
170	168	1343/2	1351/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2955											
170	168	2687/4	2703/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2956											
170	168	672	676	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	2957											
170	168	672	676	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2958											
170	168	1345/2	1353/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2959											
170	168	2691/4	2707/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2960											
170	168	669	673	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2961											
170	168	671	675	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2962									310		
170	168	669	673	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2963											
170	168	671	675	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2964									311		
170	168	669	673	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2965											
170	168	671	675	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2966											
171	169	673	677	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2967											
171	169	673	677	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2968											
171	169	675	679	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2969											
171	169	676	680	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2970											
171	169	673	677	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2971		articStaccatoBelow									
171	169	675	679	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2972											
171	169	676	680	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2973											
171	169	673	677	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2974											
171	169	675	679	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	2975											
171	169	676	680	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	2976											
172	170	679	683	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2977											
172	170	2717/4	2733/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2978											
172	170	1359/2	1367/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2979											
172	170	2719/4	2735/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2980											
172	170	680	684	0.0		3/4	3/4	Chord	4/4	1	1	0	acciaccatura		1/8	1	2981											
172	170	680	684	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2982											
172	170	1361/2	1369/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2983											
172	170	2723/4	2739/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2984											
172	170	677	681	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2985											
172	170	679	683	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2986									312		
172	170	677	681	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2987											
172	170	679	683	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2988									313		
172	170	677	681	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2989											
172	170	679	683	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2990											
173	171	681	685	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2991											
173	171	683	687	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2992											
173	171	684	688	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2993											
173	171	681	685	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2994											
173	171	683	687	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	2995											
173	171	684	688	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	2996											
173	171	681	685	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2997		articStaccatoAbove									
173	171	683	687	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	2998											
173	171	684	688	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	2999											
173	171	681	685	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3000											
173	171	683	687	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3001											
173	171	684	688	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3002											
174	172	685	689	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3003											
174	172	687	691	0.5		1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	3004											
174	172	688	692	0.5		3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	3005											
174	172	685	689	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3006											
174	172	687	691	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3007											
174	172	688	692	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3008											
174	172	685	689	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3009											
174	172	687	691	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3010											
174	172	688	692	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3011											
174	172	685	689	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3012											
174	172	687	691	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3013											
174	172	688	692	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3014											
175	173	689	693	0.0		0	0	Dynamic	4/4	1	1	0						fz										
175	173	689	693	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3015									314		
175	173	2757/4	2773/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3016											
175	173	1379/2	1387/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3017		articStaccatoAbove									
175	173	2759/4	2775/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3018		articStaccatoAbove									
175	173	690	694	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3019									315		
175	173	2761/4	2777/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3020											
175	173	1381/2	1389/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3021		articStaccatoAbove									
175	173	2763/4	2779/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3022		articStaccatoAbove									
175	173	691	695	0.0		1/2	1/2	Dynamic	4/4	1	1	0						fz										
175	173	691	695	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3023									316		
175	173	2765/4	2781/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3024											
175	173	1383/2	1391/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3025		articStaccatoAbove									
175	173	2767/4	2783/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3026		articStaccatoAbove									
175	173	692	696	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3027									317		
175	173	2769/4	2785/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3028											
175	173	1385/2	1393/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3029		articStaccatoAbove									
175	173	2771/4	2787/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3030		articStaccatoAbove									
175	173	689	693	0.0		0	0	Dynamic	4/4	2	1	0						fz										
175	173	689	693	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3031											
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3032											
175	173	690	694	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3033											
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3034											
175	173	691	695	0.0		1/2	1/2	Dynamic	4/4	2	1	0						fz										
175	173	691	695	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3035											
175	173	1383/2	1391/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3036											
175	173	692	696	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3037											
175	173	1385/2	1393/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3038											
175	173	689	693	0.0		0	0	Dynamic	4/4	3	1	0						fz										
175	173	689	693	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3039											
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3040											
175	173	690	694	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3041											
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3042											
175	173	691	695	0.0		1/2	1/2	Dynamic	4/4	3	1	0						fz										
175	173	691	695	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3043											
175	173	1383/2	1391/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3044											
175	173	692	696	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3045											
175	173	1385/2	1393/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3046											
175	173	689	693	0.0		0	0	Dynamic	4/4	4	1	0						fz										
175	173	689	693	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3047											
175	173	1379/2	1387/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3048											
175	173	690	694	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3049											
175	173	1381/2	1389/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3050											
175	173	691	695	0.0		1/2	1/2	Dynamic	4/4	4	1	0						fz										
175	173	691	695	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3051											
175	173	1383/2	1391/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3052											
175	173	692	696	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3053											
175	173	1385/2	1393/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3054											
176	174	693	697	0.0		0	0	Dynamic	4/4	1	1	0						fz										
176	174	693	697	0.25		0	0	Chord	4/4	1	1	1/16			1/16	1	3055									318		
176	174	2773/4	2789/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	3056											
176	174	1387/2	1395/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	3057		articStaccatoAbove									
176	174	2775/4	2791/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	3058		articStaccatoAbove									
176	174	694	698	0.25		1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	3059									319		
176	174	2777/4	2793/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	3060											
176	174	1389/2	1397/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	3061		articStaccatoAbove									
176	174	2779/4	2795/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	3062		articStaccatoAbove									
176	174	695	699	0.0		1/2	1/2	Dynamic	4/4	1	1	0						fz										
176	174	695	699	0.25		1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	3063									320		
176	174	2781/4	2797/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	3064											
176	174	1391/2	1399/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	3065		articStaccatoAbove									
176	174	2783/4	2799/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	3066		articStaccatoAbove									
176	174	696	700	0.25		3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	3067									321		
176	174	2785/4	2801/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	3068											
176	174	1393/2	1401/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	3069		articStaccatoAbove									
176	174	2787/4	2803/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	3070		articStaccatoAbove									
176	174	693	697	0.0		0	0	Dynamic	4/4	2	1	0						fz										
176	174	693	697	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	3071											
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3072											
176	174	694	698	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3073											
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3074											
176	174	695	699	0.0		1/2	1/2	Dynamic	4/4	2	1	0						fz										
176	174	695	699	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	3075											
176	174	1391/2	1399/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	3076											
176	174	696	700	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	3077											
176	174	1393/2	1401/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	3078											
176	174	693	697	0.0		0	0	Dynamic	4/4	3	1	0						fz										
176	174	693	697	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3079											
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3080											
176	174	694	698	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3081											
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3082											
176	174	695	699	0.0		1/2	1/2	Dynamic	4/4	3	1	0						fz										
176	174	695	699	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3083											
176	174	1391/2	1399/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	3084											
176	174	696	700	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3085											
176	174	1393/2	1401/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3086											
176	174	693	697	0.0		0	0	Dynamic	4/4	4	1	0						fz										
176	174	693	697	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3087											
176	174	1387/2	1395/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3088											
176	174	694	698	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3089											
176	174	1389/2	1397/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3090											
176	174	695	699	0.0		1/2	1/2	Dynamic	4/4	4	1	0						fz										
176	174	695	699	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3091											
176	174	1391/2	1399/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	3092											
176	174	696	700	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3093											
176	174	1393/2	1401/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3094											
177	175	697	701	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	3095											
177	175	698	702	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	3096											
177	175	699	703	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3097											
177	175	697	701	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	3098											
177	175	698	702	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	3099											
177	175	699	703	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3100											
177	175	697	701	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3101											
177	175	1395/2	1403/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3102											
177	175	698	702	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3103											
177	175	1397/2	1405/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3104											
177	175	699	703	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	3105											
177	175	700	704	0.0		3/4	3/4	Dynamic	4/4	3	1	0						p										
177	175	700	704	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3106		articStaccatoBelow									
177	175	2803/4	2819/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3107		articStaccatoBelow									
177	175	697	701	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3108											
177	175	1395/2	1403/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3109											
177	175	698	702	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3110											
177	175	1397/2	1405/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3111											
177	175	699	703	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	3112											
177	175	700	704	0.0		3/4	3/4	Dynamic	4/4	4	1	0						p										
177	175	700	704	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	3113		articStaccatoAbove									
177	175	2803/4	2819/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16			1/16	1	3114		articStaccatoAbove									
178	176	701	705	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	3115											
178	176	702	706	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	3116									322		
178	176	1405/2	1413/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	3117											
178	176	703	707	1.5		1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	3118									323		
178	176	1409/2	1417/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	3119											
178	176	701	705	0.0		0	0	Chord	4/4	4	1	0	acciaccatura		1/8	1	3120											
178	176	701	705	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	3121											
178	176	702	706	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	3122									324		
178	176	1405/2	1413/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	3123											
178	176	703	707	1.5		1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	3124									325		
178	176	1409/2	1417/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	3125											
179	177	1411/2	1419/2	0.0		1/8	1/8	Dynamic	4/4	1	1	0						p										
179	177	1411/2	1419/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	3126											
179	177	706	710	0.5		1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	3127											
179	177	1413/2	1421/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	3128											
179	177	707	711	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	3129											
179	177	1411/2	1419/2	0.0		1/8	1/8	Dynamic	4/4	2	1	0						p										
179	177	1411/2	1419/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	3130											
179	177	706	710	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	3131											
179	177	1413/2	1421/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	3132											
179	177	707	711	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	3133											
179	177	705	709	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	3134									326		
179	177	1411/2	1419/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	3135											
179	177	706	710	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	3136											
179	177	708	712	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	3137		articStaccatoBelow									
179	177	2835/4	2851/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	3138		articStaccatoBelow									
179	177	705	709	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	3139									327		
179	177	1411/2	1419/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	3140											
