mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
46	46	181	181	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	786		articStaccatoBelow								
46	46	182	182	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	787		articStaccatoBelow								
46	46	180	180	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	788		articStaccatoBelow								
46	46	181	181	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	789		articStaccatoBelow								
46	46	182	182	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	790		articStaccatoBelow								
46	46	180	180	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	791		articStaccatoBelow								
46	46	181	181	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	792		articStaccatoBelow								
46	46	182	182	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	793		articStaccatoBelow								
47	47	745/4	745/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	794									59	
47	47	373/2	373/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	795									59	
47	47	747/4	747/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	796										
47	47	187	187	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	797									60	
47	47	749/4	749/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	798									60	
47	47	375/2	375/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	799									60	
47	47	751/4	751/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	800										
47	47	186	186	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	801										
47	47	187	187	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	802										
47	47	751/4	751/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	803										
47	47	186	186	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	804										
47	47	187	187	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	805										
47	47	751/4	751/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	806										
47	47	184	184	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	807										
47	47	185	185	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	808										
47	47	743/4	743/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	809										
47	47	186	186	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	810										
48	48	188	188	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	811										
48	48	761/4	761/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	812									61	
48	48	381/2	381/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	813									61	
48	48	763/4	763/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	814										
48	48	191	191	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	815									62	
48	48	765/4	765/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	816									62	
48	48	383/2	383/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	817									62	
48	48	767/4	767/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	818										
48	48	188	188	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	819										
48	48	190	190	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	820										
48	48	191	191	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	821										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	822										
48	48	188	188	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	823										
48	48	190	190	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	824										
48	48	191	191	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	825										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	826										
48	48	188	188	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	827										
48	48	189	189	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	828										
48	48	759/4	759/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	829										
48	48	190	190	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	830										
49	49	192	192	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	831										
49	49	777/4	777/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	832									63	
49	49	389/2	389/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	833									63	
49	49	779/4	779/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	834										
49	49	195	195	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	835									64	
49	49	781/4	781/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	836									64	
49	49	391/2	391/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	837									64	
49	49	783/4	783/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	838										
49	49	192	192	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	839										
49	49	194	194	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	840										
49	49	195	195	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	841										
49	49	783/4	783/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	842										
49	49	192	192	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	843										
49	49	194	194	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	844										
49	49	195	195	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	845										
49	49	783/4	783/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	846										
49	49	192	192	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	847										
49	49	193	193	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	848										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	849										
49	49	194	194	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	850										
50	50	196	196	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	851										
50	50	793/4	793/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	852									65	
50	50	397/2	397/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	853									65	
50	50	795/4	795/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	854										
50	50	199	199	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	855									66	
50	50	797/4	797/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	856									66	
50	50	399/2	399/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	857									66	
50	50	799/4	799/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	858										
50	50	196	196	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	859										
50	50	198	198	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	860										
50	50	199	199	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	861										
50	50	799/4	799/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	862										
50	50	196	196	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	863										
50	50	198	198	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	864										
50	50	199	199	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	865										
50	50	799/4	799/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	866										
50	50	196	196	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	867										
50	50	197	197	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	868										
50	50	791/4	791/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	869										
50	50	198	198	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	870										
51	51	200	200	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	871										
51	51	809/4	809/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	872									67	
51	51	405/2	405/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	873									67	
51	51	811/4	811/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	874										
51	51	203	203	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	875									68	
51	51	813/4	813/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	876									68	
51	51	407/2	407/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	877									68	
51	51	815/4	815/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	878										
51	51	200	200	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	879										
51	51	202	202	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	880										
51	51	203	203	0.75	3/4	3/4	Chord	2/2	2	1	3/16			1/8	3/2	881										
51	51	815/4	815/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	882										
51	51	200	200	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	883										
51	51	202	202	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	884										
51	51	203	203	0.75	3/4	3/4	Chord	2/2	3	1	3/16			1/8	3/2	885										
51	51	815/4	815/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	886										
51	51	200	200	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	887										
51	51	201	201	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	888										
51	51	807/4	807/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	889										
51	51	202	202	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	890										
52	52	817/4	817/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	891									69	
52	52	409/2	409/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	892									69	
52	52	819/4	819/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	893										
52	52	205	205	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	894									70	
52	52	821/4	821/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	895									70	
52	52	411/2	411/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	896									70	
52	52	823/4	823/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	897										
52	52	825/4	825/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	898									71	
52	52	413/2	413/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	899									71	
52	52	827/4	827/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	900										
52	52	207	207	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	901									72	
52	52	829/4	829/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	902									72	
52	52	415/2	415/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	903									72	
52	52	831/4	831/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	904										
52	52	204	204	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	905										
52	52	206	206	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	906										
52	52	204	204	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	907										
52	52	206	206	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	908										
52	52	204	204	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	909										
52	52	206	206	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	910										
53	53	833/4	833/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	911									73	
53	53	417/2	417/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	912									73	
53	53	835/4	835/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	913										
53	53	209	209	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	914									74	
53	53	837/4	837/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	915									74	
53	53	419/2	419/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	916									74	
53	53	839/4	839/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	917										
53	53	841/4	841/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	918									75	
53	53	421/2	421/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	919									75	
53	53	843/4	843/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	920										
53	53	211	211	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	921									76	
53	53	845/4	845/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	922									76	
53	53	423/2	423/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	923									76	
53	53	847/4	847/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	924										
54	54	212	212	0.0	0	0	Dynamic	2/2	1	1	0						f									
54	54	212	212	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	925										
54	54	849/4	849/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	926									77	
54	54	425/2	425/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	927									77	
54	54	851/4	851/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	928										
54	54	213	213	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	929									78	
54	54	853/4	853/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	930									78	
54	54	427/2	427/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	931									78	
54	54	855/4	855/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	932										
54	54	214	214	0.25	1/2	1/2	Chord	2/2	1	1	1/16			1/16	1	933		articStaccatoBelow								
54	54	857/4	857/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16			1/16	1	934									79	
54	54	429/2	429/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16			1/16	1	935									79	
54	54	859/4	859/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16			1/16	1	936										
54	54	215	215	0.25	3/4	3/4	Chord	2/2	1	1	1/16			1/16	1	937									80	
54	54	861/4	861/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16			1/16	1	938									80	
54	54	431/2	431/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16			1/16	1	939									80	
54	54	863/4	863/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16			1/16	1	940										
54	54	849/4	849/4	0.0	1/16	1/16	Dynamic	2/2	2	1	0						f									
54	54	849/4	849/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	941									81	
54	54	425/2	425/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	942									81	
54	54	851/4	851/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	943										
54	54	213	213	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	944									82	
54	54	853/4	853/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	945									82	
54	54	427/2	427/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	946									82	
54	54	855/4	855/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	947										
54	54	214	214	0.25	1/2	1/2	Chord	2/2	2	1	1/16			1/16	1	948		articStaccatoBelow								
54	54	857/4	857/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	949									83	
54	54	429/2	429/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	950									83	
54	54	859/4	859/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	951										
54	54	215	215	0.25	3/4	3/4	Chord	2/2	2	1	1/16			1/16	1	952									84	
54	54	861/4	861/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16			1/16	1	953									84	
54	54	431/2	431/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16			1/16	1	954									84	
54	54	863/4	863/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	955										
54	54	849/4	849/4	0.0	1/16	1/16	Dynamic	2/2	3	1	0						f									
54	54	849/4	849/4	0.25	1/16	1/16	Chord	2/2	3	1	1/16			1/16	1	956									85	
54	54	425/2	425/2	0.25	1/8	1/8	Chord	2/2	3	1	1/16			1/16	1	957									85	
54	54	851/4	851/4	0.25	3/16	3/16	Chord	2/2	3	1	1/16			1/16	1	958										
54	54	213	213	0.25	1/4	1/4	Chord	2/2	3	1	1/16			1/16	1	959									86	
54	54	853/4	853/4	0.25	5/16	5/16	Chord	2/2	3	1	1/16			1/16	1	960									86	
54	54	427/2	427/2	0.25	3/8	3/8	Chord	2/2	3	1	1/16			1/16	1	961									86	
54	54	855/4	855/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	962										
54	54	214	214	0.25	1/2	1/2	Chord	2/2	3	1	1/16			1/16	1	963		articStaccatoAbove								
54	54	857/4	857/4	0.25	9/16	9/16	Chord	2/2	3	1	1/16			1/16	1	964									87	
54	54	429/2	429/2	0.25	5/8	5/8	Chord	2/2	3	1	1/16			1/16	1	965									87	
54	54	859/4	859/4	0.25	11/16	11/16	Chord	2/2	3	1	1/16			1/16	1	966										
54	54	215	215	0.25	3/4	3/4	Chord	2/2	3	1	1/16			1/16	1	967									88	
54	54	861/4	861/4	0.25	13/16	13/16	Chord	2/2	3	1	1/16			1/16	1	968									88	
54	54	431/2	431/2	0.25	7/8	7/8	Chord	2/2	3	1	1/16			1/16	1	969									88	
54	54	863/4	863/4	0.25	15/16	15/16	Chord	2/2	3	1	1/16			1/16	1	970										
54	54	849/4	849/4	0.0	1/16	1/16	Dynamic	2/2	4	1	0						f									
54	54	849/4	849/4	0.25	1/16	1/16	Chord	2/2	4	1	1/16			1/16	1	971									89	
54	54	425/2	425/2	0.25	1/8	1/8	Chord	2/2	4	1	1/16			1/16	1	972									89	
54	54	851/4	851/4	0.25	3/16	3/16	Chord	2/2	4	1	1/16			1/16	1	973										
54	54	213	213	0.25	1/4	1/4	Chord	2/2	4	1	1/16			1/16	1	974									90	
54	54	853/4	853/4	0.25	5/16	5/16	Chord	2/2	4	1	1/16			1/16	1	975									90	
54	54	427/2	427/2	0.25	3/8	3/8	Chord	2/2	4	1	1/16			1/16	1	976									90	
54	54	855/4	855/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	977										
54	54	214	214	0.25	1/2	1/2	Chord	2/2	4	1	1/16			1/16	1	978		articStaccatoBelow								
54	54	857/4	857/4	0.25	9/16	9/16	Chord	2/2	4	1	1/16			1/16	1	979									91	
54	54	429/2	429/2	0.25	5/8	5/8	Chord	2/2	4	1	1/16			1/16	1	980									91	
54	54	859/4	859/4	0.25	11/16	11/16	Chord	2/2	4	1	1/16			1/16	1	981										
54	54	215	215	0.25	3/4	3/4	Chord	2/2	4	1	1/16			1/16	1	982									92	
54	54	861/4	861/4	0.25	13/16	13/16	Chord	2/2	4	1	1/16			1/16	1	983									92	
54	54	431/2	431/2	0.25	7/8	7/8	Chord	2/2	4	1	1/16			1/16	1	984									92	
54	54	863/4	863/4	0.25	15/16	15/16	Chord	2/2	4	1	1/16			1/16	1	985										
55	55	216	216	0.25	0	0	Chord	2/2	1	1	1/16			1/16	1	986		articStaccatoBelow								
55	55	865/4	865/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16			1/16	1	987									93	
55	55	433/2	433/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16			1/16	1	988									93	
55	55	867/4	867/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16			1/16	1	989										
55	55	217	217	0.25	1/4	1/4	Chord	2/2	1	1	1/16			1/16	1	990									94	
55	55	869/4	869/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16			1/16	1	991									94	
55	55	435/2	435/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16			1/16	1	992									94	
55	55	871/4	871/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	993										
55	55	218	218	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	994									95	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	995									95	
55	55	219	219	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	996									95	
55	55	439/2	439/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	997										
55	55	216	216	0.25	0	0	Chord	2/2	2	1	1/16			1/16	1	998		articStaccatoBelow								
55	55	865/4	865/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	999									96	
55	55	433/2	433/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	1000									96	
55	55	867/4	867/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	1001										
55	55	217	217	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	1002									97	
55	55	869/4	869/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	1003									97	
55	55	435/2	435/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	1004									97	
55	55	871/4	871/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1005										
55	55	218	218	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1006									98	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1007									98	
55	55	219	219	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1008									98	
55	55	439/2	439/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1009										
55	55	216	216	0.25	0	0	Chord	2/2	3	1	1/16			1/16	1	1010		articStaccatoAbove								
55	55	865/4	865/4	0.25	1/16	1/16	Chord	2/2	3	1	1/16			1/16	1	1011									99	
55	55	433/2	433/2	0.25	1/8	1/8	Chord	2/2	3	1	1/16			1/16	1	1012									99	
55	55	867/4	867/4	0.25	3/16	3/16	Chord	2/2	3	1	1/16			1/16	1	1013										
55	55	217	217	0.25	1/4	1/4	Chord	2/2	3	1	1/16			1/16	1	1014									100	
55	55	869/4	869/4	0.25	5/16	5/16	Chord	2/2	3	1	1/16			1/16	1	1015									100	
55	55	435/2	435/2	0.25	3/8	3/8	Chord	2/2	3	1	1/16			1/16	1	1016									100	
55	55	871/4	871/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1017										
55	55	218	218	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	1018									101	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8			1/8	1	1019									101	
55	55	219	219	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	1020									101	
55	55	439/2	439/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	1021										
55	55	216	216	0.25	0	0	Chord	2/2	4	1	1/16			1/16	1	1022		articStaccatoAbove								
55	55	865/4	865/4	0.25	1/16	1/16	Chord	2/2	4	1	1/16			1/16	1	1023									102	
55	55	433/2	433/2	0.25	1/8	1/8	Chord	2/2	4	1	1/16			1/16	1	1024									102	
55	55	867/4	867/4	0.25	3/16	3/16	Chord	2/2	4	1	1/16			1/16	1	1025										
55	55	217	217	0.25	1/4	1/4	Chord	2/2	4	1	1/16			1/16	1	1026									103	
55	55	869/4	869/4	0.25	5/16	5/16	Chord	2/2	4	1	1/16			1/16	1	1027									103	
55	55	435/2	435/2	0.25	3/8	3/8	Chord	2/2	4	1	1/16			1/16	1	1028									103	
55	55	871/4	871/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	1029										
55	55	218	218	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	1030									104	
55	55	437/2	437/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8			1/8	1	1031									104	
55	55	219	219	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	1032									104	
55	55	439/2	439/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	1033										
56	56	220	220	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1034										
56	56	221	221	0.75	1/4	1/4	Chord	2/2	1	1	3/16			1/8	3/2	1035										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16			1/16	1	1036										
56	56	222	222	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1037										
56	56	220	220	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	1038										
56	56	221	221	0.75	1/4	1/4	Chord	2/2	2	1	3/16			1/8	3/2	1039										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	1040										
56	56	222	222	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	1041										
56	56	220	220	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	1042										
56	56	221	221	0.75	1/4	1/4	Chord	2/2	3	1	3/16			1/8	3/2	1043										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	2/2	3	1	1/16			1/16	1	1044										
56	56	222	222	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	1045										
56	56	220	220	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	1046										
56	56	221	221	0.75	1/4	1/4	Chord	2/2	4	1	3/16			1/8	3/2	1047										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	2/2	4	1	1/16			1/16	1	1048										
56	56	222	222	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	1049										
57	57	224	224	0.0	0	0	Dynamic	2/2	1	1	0						p									
57	57	224	224	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1050										
57	57	226	226	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1051										
57	57	453/2	453/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace16		1/16	1	1052										
57	57	453/2	453/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace16		1/16	1	1053										
57	57	453/2	453/2	0.0	5/8	5/8	Chord	2/2	1	1	0	grace16		1/16	1	1054										
57	57	453/2	453/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1055									105	
57	57	227	227	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	1056									105	
57	57	455/2	455/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	1057										
57	57	449/2	449/2	0.0	1/8	1/8	Dynamic	2/2	2	1	0						p									
57	57	449/2	449/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1058										
57	57	225	225	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1059										
57	57	451/2	451/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1060										
57	57	453/2	453/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1061										
57	57	227	227	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1062										
57	57	455/2	455/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1063										
57	57	449/2	449/2	0.0	1/8	1/8	Dynamic	2/2	3	1	0						p									
