mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	4	1	g.i{				g	i		i		i						{	m	1	1	1, -2, 2		1	1	0	13	0.0	0.0	2.25	0.0
2	2	0	0	2/2	4	1	V6				g	i		V6		V		6					M	1	1	6, 3, 2		2	6	0	6	0.0	0.0	1.25	0.0
2	2	1/2	1/2	2/2	4	1	V43				g	i		V43		V		43					Mm7	1	1	3, 0, 2, 6		2	3	0	10	0.0	0.0	1.75	0.0
3	3	0	0	2/2	4	1	i	0.2	-3.5	/	g	i		i		i							m	1	1	1, -2, 2		1	1	2	12	0.14285714285714285	0.125	2.375	0.05
4	4	0	0	2/2	4	1	#viio43				g	i		#viio43		#vii	o	43					o7	1	1	0, -3, 6, 3		6	0	2	12	0.14285714285714285	0.125	3.875	0.03125
5	5	0	0	2/2	4	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	12	0.0	0.0	4.0	0.0
6	6	0	0	2/2	4	1	i(64)}				g	i		i(64)		i			64			}	m	1	1	1, 0, -3		1	1	1	4	0.2	0.0	1.0	0.0
6	6	1/4	1/4	2/2	4	1	i|PC				g	i		i		i					PC		m	1	1	1, -2, 2		1	1	0	7	0.0	0.0	1.5	0.0
7	7	0	0	2/2	4	1	iio(4)				g	i		iio(4)		ii	o		4				o	1	1	3, 2, -3		3	3	0	3	0.0	0.0	0.625	0.0
7	7	1/8	1/8	2/2	4	1	iio				g	i		iio		ii	o						o	1	1	3, 0, -3		3	3	0	6	0.0	0.0	1.125	0.0
7	7	1/2	1/2	2/2	4	1	ii%2				g	i		ii%2		ii	%	2					%7	1	1	1, 3, 0, -3		3	1	0	10	0.0	0.0	1.75	0.0
8	8	0	0	2/2	4	1	V65				g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	2	14	0.125	0.16666666666666666	3.8333333333333335	0.041666666666666664
9	9	0	0	2/2	4	1	i				g	i		i		i							m	1	1	1, -2, 2		1	1	0	8	0.0	0.0	2.5	0.0
9	9	1/2	1/2	2/2	4	1	Ger6				g	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-3, 1, -2, 7		7	-3	0	2	0.0	0.0	0.75	0.0
9	9	3/4	3/4	2/2	4	1	It6				g	i		It6	It	vii	o	6	b3	V			It	1	1	-3, 1, 7		7	-3	0	3	0.0	0.0	0.75	0.0
10	10	0	0	2/2	4	1	V|HC}				g	i		V		V					HC	}	M	1	1	2, 6, 3		2	2	0	15	0.0	0.0	3.5	0.0
11	11	1/2	1/2	2/2	4	1	V(6)	0	-5.5	/	g	i		V(6)		V			6				M	1	1	2, 6, -2		2	2	7	10	0.4117647058823529	0.21875	1.03125	0.175
12	12	0	0	2/2	4	1	V	0	-4.5	/	g	i		V		V							M	1	1	2, 6, 3		2	2	0	5	0.0	0.0	1.0	0.0
12	12	1/2	1/2	2/2	4	1	V7	0	-4.5	/	g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	5	12	0.29411764705882354	0.15625	1.09375	0.125
13	13	0	0	2/2	4	1	VI	0	-3.5	/	g	i		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	18	0.0	0.0	3.25	0.0
14	14	0	0	2/2	4	1	III.V65/IV	-0.2	-3.5	/	g	III		V65/IV		V		65		IV			Mm7	1	0	2, -1, -4, -2		-2	2	0	20	0.0	0.0	3.75	0.0
15	15	0	0	2/2	4	1	IV	0	-3.5	/	g	III		IV		IV							M	1	0	-3, 1, -2		-3	-3	0	15	0.0	0.0	2.5	0.0
15	15	1/2	1/2	2/2	4	1	V7/V	-0.2	-3.5	/	g	III		V7/V		V		7		V			Mm7	1	0	0, 4, 1, -2		0	0	0	15	0.0	0.0	2.5	0.0
16	16	0	0	2/2	4	1	V[V|HC}	-0.2	-3.5	/	g	III	V	V		V					HC	}	M	1	0	-1, 3, 0		-1	-1	3	7	0.3	0.5	1.5	0.25
17	17	0	0	2/2	4	1	I6{	0	-3.5	/	g	III	V	I6		I		6				{	M	1	0	2, -1, -2		-2	2	0	9	0.0	0.0	2.5	0.0
17	17	1/2	1/2	2/2	4	1	V7(4)	0	-4.5	/	g	III	V	V7(4)		V		7	4				Mm7	1	0	-1, -2, 0, -3		-1	-1	0	3	0.0	0.0	0.625	0.0
17	17	5/8	5/8	2/2	4	1	V7	0	-4.5	/	g	III	V	V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	9	0.0	0.0	0.875	0.0
18	18	0	0	2/2	4	1	I(4)				g	III	V	I(4)		I			4				M	1	0	-2, -3, -1		-2	-2	1	3	0.25	0.25	1.375	0.15384615384615385
18	18	1/8	1/8	2/2	4	1	I				g	III	V	I		I							M	1	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	0.875	0.0
18	18	1/2	1/2	2/2	4	1	V				g	III	V	V		V							M	1	0	-1, 3, 0		-1	-1	3	6	0.3333333333333333	0.375	0.875	0.3
19	19	0	0	2/2	4	1	I6				g	III	V	I6		I		6					M	1	0	2, -1, -2		-2	2	1	10	0.09090909090909091	0.0625	2.1875	0.027777777777777776
19	19	1/2	1/2	2/2	4	1	V7	0	-4.5	/	g	III	V	V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	5	13	0.2777777777777778	0.1875	1.3125	0.125
20	20	0	0	2/2	4	1	I(4)				g	III	V	I(4)		I			4				M	1	0	-2, -3, -1		-2	-2	1	3	0.25	0.25	0.875	0.2222222222222222
20	20	1/8	1/8	2/2	4	1	I				g	III	V	I		I							M	1	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	0.875	0.0
20	20	1/2	1/2	2/2	4	1	V]|HC}				g	III	V	V		V					HC	}	M	1	0	-1, 3, 0		-1	-1	5	8	0.38461538461538464	0.625	1.125	0.35714285714285715
21	21	0	0	2/2	4	1	I{				g	III		I		I						{	M	1	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	1.25	0.0
21	21	1/2	1/2	2/2	4	1	#viio2/ii	-3.2	-2.5	/	g	III		#viio2/ii		#vii	o	2		ii			o7	1	0	-4, 5, 2, -1		5	-4	0	4	0.0	0.0	1.0625	0.0
21	21	3/4	3/4	2/2	4	1	V/ii	-1	-2.5	/	g	III		V/ii		V				ii			M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5625	0.0
21	21	15/16	15/16	2/2	4	1	#viio43/ii	-4	-2.5	/	g	III		#viio43/ii		#vii	o	43		ii			o7	1	0	-1, -4, 5, 2		5	-1	0	3	0.0	0.0	0.1875	0.0
22	22	0	0	2/2	4	1	ii6				g	III		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	5	6	0.45454545454545453	0.1875	0.78125	0.1935483870967742
22	22	7/32	7/32	2/2	4	1	#viio6/ii				g	III		#viio6/ii		#vii	o	6		ii			o	1	0	2, -1, 5		5	2	0	1	0.0	0.0	0.03125	0.0
22	22	1/4	1/4	2/2	4	1	ii				g	III		ii		ii							m	1	0	0, -3, 1		0	0	5	6	0.45454545454545453	0.1875	0.78125	0.1935483870967742
22	22	15/32	15/32	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.03125	0.0
22	22	1/2	1/2	2/2	4	1	vii%7				g	III		vii%7		vii	%	7					%7	1	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	2.0	0.0
23	23	0	0	2/2	4	1	I(64)				g	III		I(64)		I			64				M	1	0	-2, -3, 1		-2	-2	0	4	0.0	0.0	0.75	0.0
23	23	1/8	1/8	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.75	0.0
23	23	1/2	1/2	2/2	4	1	V(6)				g	III		V(6)		V			6				M	1	0	-1, 3, 2		-1	-1	0	4	0.0	0.0	0.75	0.0
23	23	5/8	5/8	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.25	0.0
23	23	3/4	3/4	2/2	4	1	V(64)				g	III		V(64)		V			64				M	1	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.75	0.0
23	23	7/8	7/8	2/2	4	1	V				g	III		V		V							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
24	24	0	0	2/2	4	1	I(^7^2)}				g	III		I(^7^2)		I			^7^2			}	M	1	0	-2, 0, -1	3	-2	-2	1	4	0.2	0.125	1.875	0.0625
24	24	1/2	1/2	2/2	4	1	I|IAC				g	III		I		I					IAC		M	1	0	-2, 2, -1		-2	-2	0	7	0.0	0.0	1.5	0.0
25	25	1/2	1/2	2/2	4	1	#viio2/ii	-3.2	-2.5	/	g	III		#viio2/ii		#vii	o	2		ii			o7	1	0	-4, 5, 2, -1		5	-4	0	4	0.0	0.0	1.0625	0.0
25	25	3/4	3/4	2/2	4	1	V/ii	-1.5	-2.5	/	g	III		V/ii		V				ii			M	1	0	1, 5, 2		1	1	0	3	0.0	0.0	0.5625	0.0
25	25	15/16	15/16	2/2	4	1	#viio43/ii	-4	-2.5	/	g	III		#viio43/ii		#vii	o	43		ii			o7	1	0	-1, -4, 5, 2		5	-1	0	3	0.0	0.0	0.1875	0.0
26	26	0	0	2/2	4	1	ii6				g	III		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	5	6	0.45454545454545453	0.1875	0.78125	0.1935483870967742
26	26	7/32	7/32	2/2	4	1	#viio6/ii				g	III		#viio6/ii		#vii	o	6		ii			o	1	0	2, -1, 5		5	2	0	1	0.0	0.0	0.03125	0.0
26	26	1/4	1/4	2/2	4	1	ii				g	III		ii		ii							m	1	0	0, -3, 1		0	0	5	6	0.45454545454545453	0.1875	0.78125	0.1935483870967742
26	26	15/32	15/32	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.03125	0.0
26	26	1/2	1/2	2/2	4	1	vii%7				g	III		vii%7		vii	%	7					%7	1	0	3, 0, -3, 1		3	3	0	4	0.0	0.0	2.0	0.0
27	27	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	8	20	0.2857142857142857	1.0	3.5	0.2222222222222222
28	28	1/2	1/2	2/2	4	1	#viio65/vi				g	III		#viio65/vi		#vii	o	65		vi			o7	1	0	3, 0, -3, 6		6	3	0	10	0.0	0.0	2.0	0.0
29	29	0	0	2/2	4	1	vi				g	III		vi		vi							m	1	0	1, -2, 2		1	1	0	10	0.0	0.0	2.0	0.0
29	29	1/2	1/2	2/2	4	1	#viio43/ii				g	III		#viio43/ii		#vii	o	43		ii			o7	1	0	-1, -4, 5, 2		5	-1	0	7	0.0	0.0	2.0	0.0
30	30	0	0	2/2	4	1	ii6	0	-3.5	/	g	III		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	8	14	0.36363636363636365	0.5	2.0	0.2
31	31	0	0	2/2	4	1	V(64)	0	-4.5	/	g	III		V(64)		V			64				M	1	0	-1, -2, 2		-1	-1	19	30	0.3877551020408163	1.1875	4.3125	0.2159090909090909
33	33	1/2	1/2	2/2	4	1	V7	-0.3	-4.5	/	g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	7	0.0	0.0	2.0	0.0
34	34	0	0	2/2	4	1	I|PAC}{				g	III		I		I					PAC	}{	M	1	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.625	0.0
34	34	1/4	1/4	2/2	4	1	I6				g	III		I6		I		6					M	1	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
34	34	1/2	1/2	2/2	4	1	V				g	III		V		V							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.0	0.0
35	35	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.8125	0.07142857142857142
35	35	11/16	11/16	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	1.5625	0.0
36	36	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.0	0.0
36	36	1/4	1/4	2/2	4	1	I6				g	III		I6		I		6					M	1	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.5	0.0
36	36	1/2	1/2	2/2	4	1	V				g	III		V		V							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.0	0.0
37	37	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.8125	0.07142857142857142
37	37	11/16	11/16	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	1.5625	0.0
38	38	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	1	7	0.125	0.0625	1.3125	0.045454545454545456
38	38	11/16	11/16	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	1.5625	0.0
39	39	0	0	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.625	0.0
39	39	3/16	3/16	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	1.5625	0.0
39	39	1/2	1/2	2/2	4	1	I				g	III		I		I							M	1	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.625	0.0
39	39	11/16	11/16	2/2	4	1	V7				g	III		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	1.5625	0.0
40	40	0	0	2/2	4	1	I|PAC}	-0.1	-3.5	/	g	III		I		I					PAC	}	M	1	0	-2, 2, -1		-2	-2	0	17	0.0	0.0	4.25	0.0
41	41	0	0	2/2	4	1	i.V{	0	-3.5	/	g	i		V		V						{	M	1	1	2, 6, 3		2	2	0	23	0.0	0.0	4.0	0.0
42	42	0	0	2/2	4	1	#viio43	-0.2	-5.5	/	g	i		#viio43		#vii	o	43					o7	1	1	0, -3, 6, 3		6	0	0	25	0.0	0.0	4.75	0.0
43	43	0	0	2/2	4	1	i6				g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	18	0.0	0.0	3.0	0.0
43	43	1/2	1/2	2/2	4	1	V6	-0.2	-5.5	/	g	i		V6		V		6					M	1	1	6, 3, 2		2	6	0	7	0.0	0.0	1.75	0.0
44	44	0	0	2/2	4	1	i	0.1	-3.5	/	g	i		i		i							m	1	1	1, -2, 2		1	1	0	7	0.0	0.0	1.75	0.0
44	44	3/4	3/4	2/2	4	1	It6	-2	-2.5	/	g	i		It6	It	vii	o	6	b3	V			It	1	1	-3, 1, 7		7	-3	0	4	0.0	0.0	1.0	0.0
45	45	0	0	2/2	4	1	V				g	i		V		V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	2.5	0.0
45	45	1/4	1/4	2/2	4	1	V(64)				g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	0	4	0.0	0.0	0.5	0.0
45	45	1/2	1/2	2/2	4	1	V				g	i		V		V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
45	45	3/4	3/4	2/2	4	1	V(64)				g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	0	4	0.0	0.0	0.5	0.0
46	46	0	0	2/2	4	1	V|HC}				g	i		V		V					HC	}	M	1	1	2, 6, 3		2	2	0	12	0.0	0.0	3.0	0.0
47	47	0	0	2/2	4	1	i[i{				g	i	i	i		i						{	m	1	1	1, -2, 2		1	1	2	15	0.11764705882352941	0.125	2.0625	0.05714285714285714
48	48	0	0	2/2	4	1	#viio43				g	i	i	#viio43		#vii	o	43					o7	1	1	0, -3, 6, 3		6	0	8	12	0.4	1.25	2.4375	0.3389830508474576
49	49	0	0	2/2	4	1	#viio6				g	i	i	#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	8	12	0.4	1.0	2.4375	0.2909090909090909
50	50	0	0	2/2	4	1	i]				g	i	i	i		i							m	1	1	1, -2, 2		1	1	2	18	0.1	0.125	3.5625	0.03389830508474576
51	51	0	0	2/2	4	1	#viio43/iv				g	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-1, -4, 5, 2		5	-1	2	18	0.1	0.125	3.5625	0.03389830508474576
52	52	0	0	2/2	4	1	iv6				g	i		iv6		iv		6					m	1	1	-3, 1, 0		0	-3	3	7	0.3	0.1875	1.0	0.15789473684210525
52	52	1/2	1/2	2/2	4	1	Ger6	0	-4.5	/	g	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-3, 1, -2, 7		7	-3	9	15	0.375	0.5625	1.5	0.2727272727272727
54	54	0	0	2/2	4	1	V				g	i		V		V							M	1	1	2, 6, 3		2	2	12	17	0.41379310344827586	0.75	1.0625	0.41379310344827586
54	54	1/2	1/2	2/2	4	1	iv				g	i		iv		iv							m	1	1	0, -3, 1		0	0	16	16	0.5	1.0	1.0	0.5
55	55	0	0	2/2	4	1	iio6				g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	16	16	0.5	1.0	1.0	0.5
55	55	1/2	1/2	2/2	4	1	#viio7				g	i		#viio7		#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	4	16	0.2	0.5	2.5	0.16666666666666666
56	56	1/4	1/4	2/2	4	1	#viio43}				g	i		#viio43		#vii	o	43				}	o7	1	1	0, -3, 6, 3		6	0	0	18	0.0	0.0	3.0	0.0
57	57	0	0	2/2	4	1	i6{				g	i		i6		i		6				{	m	1	1	-2, 2, 1		1	-2	0	8	0.0	0.0	1.5	0.0
57	57	1/2	1/2	2/2	4	1	iv				g	i		iv		iv							m	1	1	0, -3, 1		0	0	2	12	0.14285714285714285	0.0	1.5	0.0
58	58	0	0	2/2	4	1	V(64)				g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	1	9	0.1	0.125	1.5	0.07692307692307693
58	58	1/2	1/2	2/2	4	1	V7				g	i		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.625	0.0
58	58	3/4	3/4	2/2	4	1	V(64)				g	i		V(64)		V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
58	58	7/8	7/8	2/2	4	1	V				g	i		V		V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
59	59	0	0	2/2	4	1	i[i|PAC}				g	i	i	i		i					PAC	}	m	1	1	1, -2, 2		1	1	3	6	0.3333333333333333	0.5	1.25	0.2857142857142857
60	60	0	0	2/2	4	1	iv6{	-0.1	-4.5	/	g	i	i	iv6		iv		6				{	m	1	1	-3, 1, 0		0	-3	0	9	0.0	0.0	2.5	0.0
60	60	1/2	1/2	2/2	4	1	V7(4)/iv	0	-4.5	/	g	i	i	V7(4)/iv		V		7	4	iv			Mm7	1	1	1, 0, 2, -1		1	1	0	3	0.0	0.0	0.625	0.0
60	60	5/8	5/8	2/2	4	1	V7/iv	0	-4.5	/	g	i	i	V7/iv		V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	8	0.0	0.0	0.875	0.0
61	61	0	0	2/2	4	1	iv(11)				g	i	i	iv(11)		iv			11				m	1	1	0, -3, 1	-1	0	0	0	4	0.0	0.0	1.625	0.0
61	61	1/8	1/8	2/2	4	1	iv				g	i	i	iv		iv							m	1	1	0, -3, 1		0	0	0	7	0.0	0.0	0.875	0.0
61	61	1/2	1/2	2/2	4	1	V/iv				g	i	i	V/iv		V				iv			M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	0.75	0.0
61	61	3/4	3/4	2/2	4	1	V(64)/iv				g	i	i	V(64)/iv		V			64	iv			M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
61	61	7/8	7/8	2/2	4	1	V7/iv				g	i	i	V7/iv		V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
62	62	0	0	2/2	4	1	iv6	-0.1	-4.5	/	g	i	i	iv6		iv		6					m	1	1	-3, 1, 0		0	-3	0	9	0.0	0.0	2.5	0.0
62	62	1/2	1/2	2/2	4	1	V7(4)/iv	0	-4.5	/	g	i	i	V7(4)/iv		V		7	4	iv			Mm7	1	1	1, 0, 2, -1		1	1	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
62	62	3/4	3/4	2/2	4	1	V7/iv	0	-4.5	/	g	i	i	V7/iv		V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	7	0.0	0.0	0.75	0.0
63	63	0	0	2/2	4	1	iv(11)	0	-3.5	/	g	i	i	iv(11)		iv			11				m	1	1	0, -3, 1	-1	0	0	0	4	0.0	0.0	1.625	0.0
63	63	1/8	1/8	2/2	4	1	iv	0	-3.5	/	g	i	i	iv		iv							m	1	1	0, -3, 1		0	0	0	7	0.0	0.0	0.875	0.0
63	63	1/2	1/2	2/2	4	1	V/iv				g	i	i	V/iv		V				iv			M	1	1	1, 5, 2		1	1	0	5	0.0	0.0	0.75	0.0
63	63	3/4	3/4	2/2	4	1	V(64)/iv				g	i	i	V(64)/iv		V			64	iv			M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
63	63	7/8	7/8	2/2	4	1	V7/iv]				g	i	i	V7/iv		V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.25	0.0
64	64	0	0	2/2	4	1	iv|PAC}{	0.4	-2.5	/	g	i		iv		iv					PAC	}{	m	1	1	0, -3, 1		0	0	2	13	0.13333333333333333	0.1875	2.6875	0.06521739130434782
65	65	0	0	2/2	4	1	#viio65				g	i		#viio65		#vii	o	65					o7	1	1	3, 0, -3, 6		6	3	2	15	0.11764705882352941	0.1875	3.4375	0.05172413793103448
66	66	0	0	2/2	4	1	V65	-0.4	-3.5	/	g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	1	16	0.058823529411764705	0.0625	3.5625	0.017241379310344827
67	67	0	0	2/2	4	1	i(4)	0.3	-4.5	/	g	i		i(4)		i			4				m	1	1	1, 0, 2		1	1	0	4	0.0	0.0	0.875	0.0
67	67	1/8	1/8	2/2	4	1	i	0	-4.5	/	g	i		i		i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.25	0.0
67	67	1/4	1/4	2/2	4	1	iio6(2)	0	-4.5	/	g	i		iio6(2)		ii	o	6	2				o	1	1	0, -3, -2		3	0	0	3	0.0	0.0	0.75	0.0
67	67	3/8	3/8	2/2	4	1	iio6	0	-4.5	/	g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	0	1	0.0	0.0	0.25	0.0
67	67	1/2	1/2	2/2	4	1	i64(2)	0	-4.5	/	g	i		i64(2)		i		64	2				m	1	1	2, 3, -2		1	2	0	3	0.0	0.0	0.75	0.0
67	67	5/8	5/8	2/2	4	1	i64	0.102249	3.56452	/	g	i		i64		i		64					m	1	1	2, 1, -2		1	2	0	1	0.0	0.0	0.25	0.0
