mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	4	1	A.I{	0	-4.5	/		A	I		I	I						{	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.75	0.0
1	1	1/4	1/4	3/4	4	1	I6	0	-4.5	/		A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.25	0.0
1	1	1/2	1/2	3/4	4	1	V7	0	-4.5	/		A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	1.0	0.0
2	2	0	0	3/4	4	1	vi(64)					A	I		vi(64)	vi			64				m	0	0	6, 5, 2		6	6	3	4	0.42857142857142855	0.375	0.875	0.3
2	2	1/4	1/4	3/4	4	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	1.5	0.0
2	2	1/2	1/2	3/4	4	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	3	4	0.42857142857142855	0.1875	0.8125	0.1875
3	3	1/4	1/4	3/4	4	1	ii					A	I		ii	ii							m	0	0	5, 2, 6		5	5	3	4	0.42857142857142855	0.1875	0.625	0.23076923076923078
3	3	1/2	1/2	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	3	4	0.42857142857142855	0.1875	0.625	0.23076923076923078
4	4	0	0	3/4	4	1	V(64)}					A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	1	4	0.2	0.25	1.75	0.125
4	4	1/2	1/2	3/4	4	1	V|HC					A	I		V	V					HC		M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	1.0	0.0
5	5	0	0	3/4	4	1	IV{					A	I		IV	IV						{	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	1.5	0.0
5	5	1/4	1/4	3/4	4	1	ii					A	I		ii	ii							m	0	0	5, 2, 6		5	5	1	1	0.5	0.0625	0.1875	0.25
5	5	1/2	1/2	3/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.1875	0.8125	0.1875
6	6	0	0	3/4	4	1	#viio7(b86)/vi					A	I		#viio7(b86)/vi	#vii	o	7	b86	vi			o7	0	0	11, 8, 7, 2		11	11	3	4	0.42857142857142855	0.375	0.875	0.3
6	6	1/4	1/4	3/4	4	1	#viio/vi					A	I		#viio/vi	#vii	o			vi			o	0	0	11, 8, 5		11	11	2	1	0.6666666666666666	0.75	0.375	0.6666666666666666
6	6	1/2	1/2	3/4	4	1	vi(64)					A	I		vi(64)	vi			64				m	0	0	6, 5, 2		6	6	0	1	0.0	0.0	0.25	0.0
6	6	5/8	5/8	3/4	4	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.375	0.0
7	7	0	0	3/4	4	1	ii65					A	I		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	2	4	0.3333333333333333	0.0	1.25	0.0
7	7	1/4	1/4	3/4	4	1	ii7					A	I		ii7	ii		7					mm7	0	0	5, 2, 6, 3		5	5	0	5	0.0	0.0	0.75	0.0
7	7	1/2	1/2	3/4	4	1	V					A	I		V	V							M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.875	0.125
8	8	0	0	3/4	4	1	I|PAC}					A	I		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	2.25	0.0
9	9	0	0	3/4	4	1	V{					A	I		V	V						{	M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	1.875	0.0625
9	9	1/4	1/4	3/4	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	6	11	0.35294117647058826	0.5	3.25	0.13333333333333333
11	11	0	0	3/4	4	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	9	14	0.391304347826087	0.75	5.0	0.13043478260869565
13	13	0	0	3/4	4	1	I{					A	I		I	I						{	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.75	0.0
13	13	1/4	1/4	3/4	4	1	I6					A	I		I6	I		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.25	0.0
13	13	1/2	1/2	3/4	4	1	V7					A	I		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	1.0	0.0
14	14	0	0	3/4	4	1	vi(64)					A	I		vi(64)	vi			64				m	0	0	6, 5, 2		6	6	3	4	0.42857142857142855	0.375	0.875	0.3
14	14	1/4	1/4	3/4	4	1	vi					A	I		vi	vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	1.5	0.0
14	14	1/2	1/2	3/4	4	1	I64					A	I		I64	I		64					M	0	0	4, 3, 7		3	4	0	1	0.0	0.0	0.25	0.0
15	15	0	0	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	3	4	0.42857142857142855	0.1875	0.8125	0.1875
15	15	1/4	1/4	3/4	4	1	ii					A	I		ii	ii							m	0	0	5, 2, 6		5	5	3	4	0.42857142857142855	0.1875	0.625	0.23076923076923078
15	15	1/2	1/2	3/4	4	1	ii6					A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	3	4	0.42857142857142855	0.1875	0.625	0.23076923076923078
16	16	0	0	3/4	4	1	V(64)}					A	I		V(64)	V			64			}	M	0	0	4, 3, 7		4	4	1	4	0.2	0.25	1.75	0.125
