mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
62	61	242	242	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		9	75	D#5	5	991
62	61	485/2	485/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		3	57	A3	3	1010
62	61	485/2	485/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		5	59	B3	3	1005
62	61	485/2	485/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		9	75	D#5	5	998
62	61	485/2	485/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		6	78	F#5	5	992
62	61	243	243	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		8	56	G#3	3	1011
62	61	243	243	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		5	59	B3	3	1006
62	61	243	243	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		4	76	E5	5	999
62	61	243	243	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		8	80	G#5	5	993
62	61	487/2	487/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		4	52	E3	3	1012
62	61	244	244	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		7	73	C#5	5	1000
62	61	244	244	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	994
62	61	489/2	489/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		5	71	B4	4	1001
62	61	489/2	489/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		9	75	D#5	5	995
63	62	245	245	0.5		0	0	4/4	2	1	1/8			1/8	1		5	71	B4	4	1021
63	62	245	245	0.5		0	0	4/4	1	1	1/8			1/8	1		2	74	D5	5	1013
63	62	491/2	491/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	1022
63	62	491/2	491/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	1014
63	62	246	246	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		3	69	A4	4	1023
63	62	246	246	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		7	73	C#5	5	1015
63	62	493/2	493/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		8	68	G#4	4	1024
63	62	493/2	493/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	1016
63	62	247	247	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		8	68	G#4	4	1025
63	62	247	247	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		5	71	B4	4	1017
63	62	495/2	495/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		13	67	F##4	4	1026
63	62	495/2	495/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		10	70	A#4	4	1018
63	62	248	248	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		13	67	F##4	4	1027
63	62	248	248	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		10	70	A#4	4	1019
63	62	497/2	497/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	1028
63	62	497/2	497/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	1020
64	63	249	249	2.0		0	0	4/4	4	1	1/2	1/2_r8_0		1/2	1		0	48	C3	3	1035
64	63	249	249	2.0		0	0	4/4	3	1	1/2			1/2	1		9	63	D#4	4	1033
64	63	249	249	2.0		0	0	4/4	2	1	1/2			1/2	1		6	66	F#4	4	1031
64	63	249	249	2.0		0	0	4/4	1	1	1/2			1/2	1		3	69	A4	4	1029
64	63	251	251	2.0		1/2	1/2	4/4	4	1	1/2	1/2_r8_0		1/2	1		0	48	C3	3	1036
64	63	251	251	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		6	66	F#4	4	1032
64	63	251	251	2.0		1/2	1/2	4/4	3	1	1/2			1/2	1		6	66	F#4	4	1034
64	63	251	251	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		9	75	D#5	5	1030
65	64	253	253	2.0		0	0	4/4	4	1	1/2	1/2_r8_0		1/2	1		5	47	B2	2	1042
65	64	253	253	4.0		0	0	4/4	3	1	1			1	1		9	63	D#4	4	1041
65	64	253	253	2.0		0	0	4/4	2	1	1/2			1/2	1		3	69	A4	4	1039
65	64	253	253	2.0		0	0	4/4	1	1	1/2			1/2	1		6	78	F#5	5	1037
65	64	255	255	2.0		1/2	1/2	4/4	4	1	1/2	1/2_r8_0		1/2	1		5	47	B2	2	1043
65	64	255	255	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		6	66	F#4	4	1040
65	64	255	255	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		3	69	A4	4	1038
66	65	257	257	1.0		0	0	4/4	4	1	1/4			1/4	1		4	52	E3	3	1064
66	65	257	257	1.0		0	0	4/4	2	1	1/4			1/4	1		4	64	E4	4	1060
66	65	257	257	1.0		0	0	4/4	3	1	1/4			1/4	1		4	64	E4	4	1062
66	65	257	257	0.25		0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1044
66	65	1029/4	1029/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1045
66	65	515/2	515/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1046
66	65	1031/4	1031/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1047
66	65	258	258	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		5	83	B5	5	1048
66	65	1033/4	1033/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1049
66	65	517/2	517/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1050
66	65	1035/4	1035/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1051
66	65	259	259	2.0		1/2	1/2	4/4	4	1	1/2			1/2	1	1	4	52	E3	3	1065
66	65	259	259	2.0		1/2	1/2	4/4	3	1	1/2			1/2	1		6	54	F#3	3	1063
66	65	259	259	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		9	63	D#4	4	1061
66	65	259	259	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		0	72	C5	5	1052
66	65	1037/4	1037/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1053
66	65	519/2	519/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1054
66	65	1039/4	1039/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1055
66	65	260	260	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		0	72	C5	5	1056
66	65	1041/4	1041/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1057
66	65	521/2	521/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1058
66	65	1043/4	1043/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1059
67	66	261	261	1.0		0	0	4/4	3	1	1/4			1/4	1		4	52	E3	3	1084
67	66	261	261	1.0		0	0	4/4	4	1	1/4			1/4	1	-1	4	52	E3	3	1086
67	66	261	261	1.0		0	0	4/4	2	1	1/4			1/4	1		4	64	E4	4	1082
67	66	261	261	0.25		0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1066
67	66	1045/4	1045/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1067
67	66	523/2	523/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1068
67	66	1047/4	1047/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1069
67	66	262	262	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		5	83	B5	5	1070
67	66	1049/4	1049/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1071
67	66	525/2	525/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1072
67	66	1051/4	1051/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1073
67	66	263	263	2.0		1/2	1/2	4/4	4	1	1/2			1/2	1	1	4	52	E3	3	1087
67	66	263	263	2.0		1/2	1/2	4/4	3	1	1/2			1/2	1		6	54	F#3	3	1085
67	66	263	263	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		9	63	D#4	4	1083
67	66	263	263	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		0	72	C5	5	1074
67	66	1053/4	1053/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1075
67	66	527/2	527/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1076
67	66	1055/4	1055/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1077
67	66	264	264	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		0	72	C5	5	1078
67	66	1057/4	1057/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1079
67	66	529/2	529/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1080
67	66	1059/4	1059/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	1081
68	67	265	265	2.0		0	0	4/4	3	1	1/2	1/2_r8_0		1/2	1		4	52	E3	3	1109
68	67	265	265	2.0		0	0	4/4	4	1	1/2	1/2_r8_0		1/2	1	-1	4	52	E3	3	1111
68	67	265	265	0.5		0	0	4/4	2	1	1/8			1/8	1		4	64	E4	4	1104
68	67	265	265	0.25		0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1088
68	67	1061/4	1061/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1089
68	67	531/2	531/2	0.5		1/8	1/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	1105
68	67	531/2	531/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1090
68	67	1063/4	1063/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1091
68	67	266	266	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	1106
68	67	266	266	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		5	83	B5	5	1092
68	67	1065/4	1065/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	1093
68	67	533/2	533/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	1107
68	67	533/2	533/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		5	83	B5	5	1094
68	67	1067/4	1067/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	1095
68	67	267	267	2.0		1/2	1/2	4/4	3	1	1/2	1/2_r8_0		1/2	1		8	56	G#3	3	1110
68	67	267	267	2.0		1/2	1/2	4/4	4	1	1/2	1/2_r8_0		1/2	1		8	56	G#3	3	1112
68	67	267	267	2.0		1/2	1/2	4/4	2	1	1/2	1/2_r8_0		1/2	1		4	64	E4	4	1108
68	67	267	267	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		5	83	B5	5	1096
68	67	1069/4	1069/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	1097
68	67	535/2	535/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1098
68	67	1071/4	1071/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1099
68	67	268	268	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		4	76	E5	5	1100
68	67	1073/4	1073/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		2	74	D5	5	1101
68	67	537/2	537/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1102
68	67	1075/4	1075/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1103
69	68	269	269	2.0		0	0	4/4	3	1	1/2	1/2_r8_0		1/2	1		3	57	A3	3	1134
69	68	269	269	2.0		0	0	4/4	4	1	1/2			1/2	1		3	57	A3	3	1139
69	68	269	269	2.0		0	0	4/4	2	1	1/2	1/2_r8_0		1/2	1		4	64	E4	4	1129
69	68	269	269	0.25		0	0	4/4	1	1	1/16			1/16	1		3	69	A4	4	1113
69	68	1077/4	1077/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1114
69	68	539/2	539/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1115
69	68	1079/4	1079/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	1116
69	68	270	270	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		7	85	C#6	6	1117
69	68	1081/4	1081/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		7	85	C#6	6	1118
69	68	541/2	541/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		7	85	C#6	6	1119
69	68	1083/4	1083/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		7	85	C#6	6	1120
69	68	271	271	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		3	57	A3	3	1135
69	68	271	271	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		3	57	A3	3	1140
69	68	271	271	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		4	64	E4	4	1130
69	68	271	271	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		7	85	C#6	6	1121
69	68	1085/4	1085/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	1122
69	68	543/2	543/2	0.5		5/8	5/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	1136
69	68	543/2	543/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		3	57	A3	3	1141
69	68	543/2	543/2	0.5		5/8	5/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	1131
69	68	543/2	543/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		3	81	A5	5	1123
69	68	1087/4	1087/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		8	80	G#5	5	1124
69	68	272	272	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		10	58	A#3	3	1142
69	68	272	272	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		7	61	C#4	4	1137
69	68	272	272	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		6	66	F#4	4	1132
69	68	272	272	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1125
69	68	1089/4	1089/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		4	76	E5	5	1126
69	68	545/2	545/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		10	58	A#3	3	1143
69	68	545/2	545/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		7	61	C#4	4	1138
69	68	545/2	545/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		6	66	F#4	4	1133
69	68	545/2	545/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1127
69	68	1091/4	1091/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1128
70	69	273	273	1.0		0	0	4/4	4	1	1/4			1/4	1		5	59	B3	3	1164
70	69	273	273	1.0		0	0	4/4	3	1	1/4			1/4	1		9	63	D#4	4	1162
70	69	273	273	1.0		0	0	4/4	2	1	1/4			1/4	1		6	66	F#4	4	1160
70	69	273	273	0.25		0	0	4/4	1	1	1/16			1/16	1		5	71	B4	4	1144
70	69	1093/4	1093/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1145
70	69	547/2	547/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1146
70	69	1095/4	1095/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1147
70	69	274	274	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1148
70	69	1097/4	1097/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1149
70	69	549/2	549/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1150
70	69	1099/4	1099/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1151
70	69	275	275	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		5	59	B3	3	1165
70	69	275	275	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		9	63	D#4	4	1163
70	69	275	275	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		6	66	F#4	4	1161
70	69	275	275	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		6	78	F#5	5	1152
70	69	1101/4	1101/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	1153
70	69	551/2	551/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		5	83	B5	5	1154
70	69	1103/4	1103/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	1155
70	69	276	276	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		5	83	B5	5	1156
70	69	1105/4	1105/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		9	87	D#6	6	1157
70	69	553/2	553/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		9	87	D#6	6	1158
70	69	1107/4	1107/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		9	87	D#6	6	1159
71	70	277	277	1.0		0	0	4/4	4	1	1/4			1/4	1		5	59	B3	3	1180
71	70	277	277	1.0		0	0	4/4	3	1	1/4			1/4	1		9	63	D#4	4	1178
71	70	277	277	1.0		0	0	4/4	2	1	1/4			1/4	1		6	66	F#4	4	1176
71	70	277	277	0.25		0	0	4/4	1	1	1/16			1/16	1		9	87	D#6	6	1166
71	70	1109/4	1109/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		6	90	F#6	6	1167
71	70	555/2	555/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		6	90	F#6	6	1168
71	70	1111/4	1111/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		6	90	F#6	6	1169
71	70	278	278	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		6	90	F#6	6	1170
71	70	1113/4	1113/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		3	93	A6	6	1171
71	70	557/2	557/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		3	93	A6	6	1172
71	70	1115/4	1115/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		3	93	A6	6	1173
71	70	279	279	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		3	93	A6	6	1174
71	70	280	280	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		9	51	D#3	3	1181
71	70	280	280	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		5	59	B3	3	1177
71	70	280	280	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		5	59	B3	3	1179
71	70	280	280	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		3	69	A4	4	1175
72	71	281	281	0.5		0	0	4/4	4	1	1/8			1/8	1		4	52	E3	3	1200
72	71	281	281	4.0		0	0	4/4	2	1	1			1	1		5	59	B3	3	1198
72	71	281	281	4.0		0	0	4/4	3	1	1			1	1		5	59	B3	3	1199
72	71	281	281	0.25		0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1182
72	71	1125/4	1125/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1183
72	71	563/2	563/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		9	51	D#3	3	1201
72	71	563/2	563/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1184
72	71	1127/4	1127/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1185
72	71	282	282	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		4	52	E3	3	1202
72	71	282	282	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1186
72	71	1129/4	1129/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1187
72	71	565/2	565/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		9	51	D#3	3	1203
72	71	565/2	565/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1188
72	71	1131/4	1131/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1189
72	71	283	283	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		4	52	E3	3	1204
72	71	283	283	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1190
72	71	1133/4	1133/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1191
72	71	567/2	567/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		9	51	D#3	3	1205
72	71	567/2	567/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1192
72	71	1135/4	1135/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1193
72	71	284	284	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		4	52	E3	3	1206
72	71	284	284	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1194
72	71	1137/4	1137/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1195
72	71	569/2	569/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		9	51	D#3	3	1207
72	71	569/2	569/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1196
72	71	1139/4	1139/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1197
73	72	285	285	1.0		0	0	4/4	4	1	1/4			1/4	1		4	52	E3	3	1226
73	72	285	285	1.0		0	0	4/4	2	1	1/4			1/4	1		5	59	B3	3	1224
73	72	285	285	1.0		0	0	4/4	3	1	1/4			1/4	1		5	59	B3	3	1225
73	72	285	285	0.25		0	0	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1208
73	72	1141/4	1141/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		4	64	E4	4	1209
73	72	571/2	571/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1210
73	72	1143/4	1143/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1211
73	72	286	286	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		3	69	A4	4	1212
73	72	1145/4	1145/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		5	71	B4	4	1213
73	72	573/2	573/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1214
73	72	1147/4	1147/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1215
73	72	287	287	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		4	76	E5	5	1216
73	72	1149/4	1149/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1217
73	72	575/2	575/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1218
73	72	1151/4	1151/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1219
73	72	288	288	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		4	76	E5	5	1220
73	72	1153/4	1153/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		9	75	D#5	5	1221
73	72	577/2	577/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		4	76	E5	5	1222
73	72	1155/4	1155/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		12	72	B#4	4	1223
74	73	289	289	1.0		0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	1244
74	73	289	289	1.0		0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	1245
74	73	289	289	1.0		0	0	4/4	2	1	1/4			1/4	1		7	61	C#4	4	1243
74	73	289	289	0.25		0	0	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1227
74	73	1157/4	1157/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		12	72	B#4	4	1228
74	73	579/2	579/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1229
74	73	1159/4	1159/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		12	72	B#4	4	1230
74	73	290	290	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1231
74	73	1161/4	1161/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		12	72	B#4	4	1232
74	73	581/2	581/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		7	73	C#5	5	1233
74	73	1163/4	1163/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1234
74	73	291	291	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		3	57	A3	3	1246
74	73	291	291	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		3	69	A4	4	1235
74	73	1165/4	1165/4	0.25		9/16	9/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1236
74	73	583/2	583/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1237
74	73	1167/4	1167/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1238
74	73	292	292	0.25		3/4	3/4	4/4	1	1	1/16			1/16	1		3	69	A4	4	1239
74	73	1169/4	1169/4	0.25		13/16	13/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	1240
74	73	585/2	585/2	0.25		7/8	7/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	1241
74	73	1171/4	1171/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		11	65	E#4	4	1242
75	74	293	293	1.0		0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	1265
75	74	293	293	1.0		0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	1267
75	74	293	293	1.0		0	0	4/4	2	1	1/4			1/4	1		7	61	C#4	4	1263
75	74	293	293	0.25		0	0	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1247
75	74	1173/4	1173/4	0.25		1/16	1/16	4/4	1	1	1/16			1/16	1		11	65	E#4	4	1248
75	74	587/2	587/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1249
75	74	1175/4	1175/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		11	65	E#4	4	1250
75	74	294	294	0.25		1/4	1/4	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1251
75	74	1177/4	1177/4	0.25		5/16	5/16	4/4	1	1	1/16			1/16	1		11	65	E#4	4	1252
75	74	589/2	589/2	0.25		3/8	3/8	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1253
75	74	1179/4	1179/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		11	65	E#4	4	1254
75	74	295	295	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		3	57	A3	3	1268
75	74	295	295	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		7	61	C#4	4	1266
75	74	295	295	0.25		1/2	1/2	4/4	1	1	1/16			1/16	1		6	66	F#4	4	1255
75	74	295	295	1.0		1/2	1/2	4/4	2	1	1/4			1/4	1		6	66	F#4	4	1264
