mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/4	4/4	4	1		A.I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	2	0	0	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
3	2	1/4	1/4	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
4	3	0	0	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	4	0	0	4/4	4	1		I(42)	A	I		I(42)	I			42				M	0	0	2, -1, 1		0	2
5	4	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	5	0	0	4/4	4	1		I(64)	A	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
6	5	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	5	1/2	1/2	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	6	0	0	4/4	4	1		I(64)	A	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
7	6	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
7	6	1/2	1/2	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	7	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
8	7	1/4	1/4	4/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	7	1/2	1/2	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	3/4	3/4	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
9	8	0	0	4/4	4	1		I(72)	A	I		I(72)	I			72				M	0	0	2, 4, 1	5	0	2
9	8	1/2	1/2	4/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
9	8	3/4	3/4	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
10	9	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	10	0	0	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	10	3/4	3/4	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
12	11	0	0	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
13	12	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
14	13	0	0	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	14	0	0	4/4	4	1		I(64)	A	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
15	14	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	14	1/2	1/2	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	15	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
16	15	1/4	1/4	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	15	1/2	1/2	4/4	4	1		V(6)	A	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
16	15	3/4	3/4	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
17	16	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
19	18	0	0	4/4	4	1		V43(4)	A	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
19	18	1/4	1/4	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	19	0	0	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	21	0	0	4/4	4	1		I(4)	A	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
22	21	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
23	22	0	0	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
