mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
13	13	36	1.0	0	0	3/4	4	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
13	13	37	1.0	1/4	1/4	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	38	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	39	1.0	0	0	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
14	14	40	1.0	1/4	1/4	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
14	14	41	1.0	1/2	1/2	3/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
15	15	42	1.0	0	0	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
15	15	43	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	44	1.0	1/2	1/2	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
16	16	45	2.0	0	0	3/4	4	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
16	16	47	1.0	1/2	1/2	3/4	4	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
17	17	48	1.0	0	0	3/4	4	1		IV{	A	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
17	17	49	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
17	17	50	1.0	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	18	51	1.0	0	0	3/4	4	1		#viio7(b86)/vi	A	I		#viio7(b86)/vi	#vii	o	7	b86	vi			o7	0	0	8, 5, 4, -1		8	8
18	18	52	1.0	1/4	1/4	3/4	4	1		#viio/vi	A	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
18	18	53	0.5	1/2	1/2	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
18	18	107/2	0.5	5/8	5/8	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
19	19	54	1.0	0	0	3/4	4	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
19	19	55	1.0	1/4	1/4	3/4	4	1		ii7	A	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	56	1.0	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
20	20			0	0	3/4	4	1	1	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
21	20	57	2.0	0	0	3/4	4	1	2	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
22	20	59	1.0	0	1/2	3/4	4	1		V{	A	I		V	V						{	M	0	0	1, 5, 2		1	1
23	21	60	6.0	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	23	66	3.0	0	0	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	24	69	3.0	0	0	3/4	4	1		I|IAC}	A	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
26	24	71	0.0	1/2	1/2	3/4	4	1		{	A	I									{		0	0				
27	25	72	3.0	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
28	26	75	2.0	0	0	3/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
28	26	77	1.0	1/2	1/2	3/4	4	1		V.I	A	V		I	I							M	0	0	0, 4, 1		0	0
29	27	78	2.0	0	0	3/4	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
29	27	80	1.0	1/2	1/2	3/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
30	28	81	2.0	0	0	3/4	4	1		V65	A	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	28	83	1.0	1/2	1/2	3/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
31	29	84	0.75	0	0	3/4	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	29	339/4	0.25	3/16	3/16	3/4	4	1		ii6	A	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
31	29	85	1.0	1/4	1/4	3/4	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	29	86	1.0	1/2	1/2	3/4	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	30	87	3.0	0	0	3/4	4	1		I|PAC}	A	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
33	30	89	0.0	0	1/2	3/4	4	1		{	A	V									{		0	0				
34	31	90	3.0	0	0	3/4	4	1		I.#viio43/ii	A	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
35	32	93	3.0	0	0	3/4	4	1		V43/ii	A	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
36	33	96	3.0	0	0	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
37	34	99	3.0	0	0	3/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
38	35	102	1.0	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
38	35	103	1.0	1/4	1/4	3/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	35	104	1.0	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
39	36	105	2.0	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
39	36	107	1.0	1/2	1/2	3/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	37	108	1.0	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
40	37	109	1.0	1/4	1/4	3/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
40	37	110	1.0	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
41	38	111	1.0	0	0	3/4	4	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
41	38	112	2.0	1/4	1/4	3/4	4	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
41	38	113	0.0	1/2	1/2	3/4	4	1		{	A	I									{		0	0				
42	39	114	6.0	0	0	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
44	41	120	3.0	0	0	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	42	123	6.0	0	0	3/4	4	1		I|IAC}	A	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
45	42	125	0.0	1/2	1/2	3/4	4	1		{	A	I									{		0	0				
47	44	129	2.0	0	0	3/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
47	44	131	1.0	1/2	1/2	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
48	45	132	1.0	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
48	45	133	1.0	1/4	1/4	3/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	45	134	1.0	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
49	46	135	1.0	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
49	46	136	1.0	1/4	1/4	3/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	46	137	1.0	1/2	1/2	3/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
50	47	138	1.0	0	0	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
50	47	139	1.0	1/4	1/4	3/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	47	140	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	48			0	0	3/4	4	1	1	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
52	48	141	3.0	0	0	3/4	4	1	2	I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
53	49	144	1.0	0	0	3/4	4	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
53	49	145	1.0	1/4	1/4	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	49	146	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	50	147	1.0	0	0	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
54	50	148	1.0	1/4	1/4	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
54	50	149	1.0	1/2	1/2	3/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
55	51	150	1.0	0	0	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
55	51	151	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
55	51	152	1.0	1/2	1/2	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
56	52	153	2.0	0	0	3/4	4	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
56	52	155	1.0	1/2	1/2	3/4	4	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
57	53	156	1.0	0	0	3/4	4	1		IV{	A	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
57	53	157	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
57	53	158	1.0	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
58	54	159	1.0	0	0	3/4	4	1		#viio7(b86)/vi	A	I		#viio7(b86)/vi	#vii	o	7	b86	vi			o7	0	0	8, 5, 4, -1		8	8
58	54	160	1.0	1/4	1/4	3/4	4	1		#viio/vi	A	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
58	54	161	0.5	1/2	1/2	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
58	54	323/2	0.5	5/8	5/8	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
59	55	162	1.0	0	0	3/4	4	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
59	55	163	1.0	1/4	1/4	3/4	4	1		ii7	A	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
59	55	164	1.0	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
60	56	165	3.0	0	0	3/4	4	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
61	57	168	1.0	0	0	3/4	4	1		V{	A	I		V	V						{	M	0	0	1, 5, 2		1	1
61	57	169	5.0	1/4	1/4	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	59	174	6.0	0	0	3/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
64	60	177	0.0	0	0	3/4	4	1		}	A	I									}		0	0				
65	61	180	1.0	0	0	3/4	4	1		I{	A	I		I	I						{	M	0	0	0, 4, 1		0	0
65	61	181	1.0	1/4	1/4	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
65	61	182	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	62	183	1.0	0	0	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
66	62	184	1.0	1/4	1/4	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
66	62	185	1.0	1/2	1/2	3/4	4	1		I64	A	I		I64	I		64					M	0	0	1, 0, 4		0	1
67	63	186	1.0	0	0	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
67	63	187	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
67	63	188	1.0	1/2	1/2	3/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
68	64	189	2.0	0	0	3/4	4	1		V(64)}	A	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
68	64	191	1.0	1/2	1/2	3/4	4	1		V|HC	A	I		V	V					HC		M	0	0	1, 5, 2		1	1
69	65	192	1.0	0	0	3/4	4	1		IV{	A	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
69	65	193	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
69	65	194	1.0	1/2	1/2	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	66	195	2.0	0	0	3/4	4	1		#viio/vi	A	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
70	66	197	0.5	1/2	1/2	3/4	4	1		vi(64)	A	I		vi(64)	vi			64				m	0	0	3, 2, -1		3	3
70	66	395/2	0.5	5/8	5/8	3/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
71	67	198	1.0	0	0	3/4	4	1		ii65	A	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
71	67	199	1.0	1/4	1/4	3/4	4	1		ii7	A	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
71	67	200	1.0	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
72	68	201	3.0	0	0	3/4	4	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
73	69	204	3.0	0	0	3/4	4	1		V7{	A	I		V7	V		7				{	Mm7	0	0	1, 5, 2, -1		1	1
74	70	207	3.0	0	0	3/4	4	1		vi|DC}	A	I		vi	vi					DC	}	m	0	0	3, 0, 4		3	3
75	71	210	2.0	0	0	3/4	4	1		ii6{	A	I		ii6	ii		6				{	m	0	0	-1, 3, 2		2	-1
75	71	212	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	72	213	8.0	0	0	3/4	4	1		I|PAC}	A	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
76	72	215	0.0	1/2	1/2	3/4	4	1		{	A	I									{		0	0				
78	74	221	1.0	1/2	1/2	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
79	75	222	3.0	0	0	3/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	76	225	3.0	0	0	3/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
81	77	228	6.0	0	0	3/4	4	1		I}	A	I		I	I						}	M	0	0	0, 4, 1		0	0
