mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
32	32	95	95	1.0	1/2	1/2	3/4	4	1	It6	g	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
33	33	96	96	2.0	0	0	3/4	4	1	V}{	g	i		V		V						}{	M	1	1	1, 5, 2		1	1
33	33	98	98	1.0	1/2	1/2	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
34	34	99	99	2.0	0	0	3/4	4	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
34	34	101	101	1.0	1/2	1/2	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
35	35	102	102	2.0	0	0	3/4	4	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
35	35	104	104	1.0	1/2	1/2	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
36	36	105	105	1.0	0	0	3/4	4	1	V6}	g	i		V6		V		6				}	M	1	1	5, 2, 1		1	5
36	36	106	106	2.0	1/4	1/4	3/4	4	1	V|HC	g	i		V		V					HC		M	1	1	1, 5, 2		1	1
37	37	108	108	3.0	0	0	3/4	4	1	i{	g	i		i		i						{	m	1	1	0, -3, 1		0	0
38	38	111	111	3.0	0	0	3/4	4	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
39	39	114	114	2.5	0	0	3/4	4	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
39	39	233/2	233/2	0.5	5/8	5/8	3/4	4	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
40	40	117	117	1.0	0	0	3/4	4	1	i(94)}	g	i		i(94)		i			94			}	m	1	1	0, -1, 1	2	0	0
40	40	118	118	1.0	1/4	1/4	3/4	4	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
40	40	119	119	1.0	1/2	1/2	3/4	4	1	V|HC	g	i		V		V					HC		M	1	1	1, 5, 2		1	1
41	41	120	120	3.0	0	0	3/4	4	1	i6{	g	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
42	42	123	123	3.0	0	0	3/4	4	1	#viio65	g	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
43	43	126	126	1.0	0	0	3/4	4	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	127	127	1.0	1/4	1/4	3/4	4	1	V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
43	43	128	128	0.5	1/2	1/2	3/4	4	1	i(4)	g	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
43	43	257/2	257/2	0.5	5/8	5/8	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
44	44	129	129	2.0	0	0	3/4	4	1	V(64)}	g	i		V(64)		V			64			}	M	1	1	1, 0, -3		1	1
44	44	131	131	1.0	1/2	1/2	3/4	4	1	V|HC	g	i		V		V					HC		M	1	1	1, 5, 2		1	1
45	45	132	132	3.0	0	0	3/4	4	1	i{	g	i		i		i						{	m	1	1	0, -3, 1		0	0
46	46	135	135	3.0	0	0	3/4	4	1	V	g	i		V		V							M	1	1	1, 5, 2		1	1
47	47	138	138	3.0	0	0	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
48	48	141	141	3.0	0	0	3/4	4	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	49	144	144	3.0	0	0	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
50	50	147	147	3.0	0	0	3/4	4	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	51	150	150	3.0	0	0	3/4	4	1	i	g	i		i		i							m	1	1	0, -3, 1		0	0
52	52	153	153	3.0	0	0	3/4	4	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	156	156	3.0	0	0	3/4	4	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	54	159	159	1.0	0	0	3/4	4	1	iv(^2)	g	i		iv(^2)		iv			^2				m	1	1	-1, 1, 0		-1	-1
54	54	160	160	1.0	1/4	1/4	3/4	4	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
54	54	161	161	1.0	1/2	1/2	3/4	4	1	V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
55	55	162	162	0.75	0	0	3/4	4	1	i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	55	651/4	651/4	0.25	3/16	3/16	3/4	4	1	iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
55	55	163	163	1.0	1/4	1/4	3/4	4	1	V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
55	55	164	164	1.0	1/2	1/2	3/4	4	1	V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	56	165	165	3.0	0	0	3/4	4	1	i|PAC}	g	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
57	57	168	168	2.0	0	0	3/4	4	1	I.I{	g	I		I		I						{	M	1	0	0, 4, 1		0	0
57	57	170	170	2.0	1/2	1/2	3/4	4	1	V43	g	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
58	58	172	172	1.0	1/4	1/4	3/4	4	1	I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
58	58	173	173	1.0	1/2	1/2	3/4	4	1	I	g	I		I		I							M	1	0	0, 4, 1		0	0
59	59	174	174	1.0	0	0	3/4	4	1	V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
59	59	175	175	1.0	1/4	1/4	3/4	4	1	V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
59	59	176	176	1.0	1/2	1/2	3/4	4	1	V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
60	60	177	177	2.0	0	0	3/4	4	1	I	g	I		I		I							M	1	0	0, 4, 1		0	0
60	60	179	179	1.0	1/2	1/2	3/4	4	1	#viio7/vi	g	I		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
61	61	180	180	1.0	0	0	3/4	4	1	vi	g	I		vi		vi							m	1	0	3, 0, 4		3	3
61	61	181	181	1.0	1/4	1/4	3/4	4	1	vi%2	g	I		vi%2		vi	%	2					%7	1	0	1, 3, 0, -3		3	1
61	61	182	182	1.0	1/2	1/2	3/4	4	1	V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
62	62	183	183	3.0	0	0	3/4	4	1	V	g	I		V		V							M	1	0	1, 5, 2		1	1
63	63	186	186	2.0	0	0	3/4	4	1	V(64)/V	g	I		V(64)/V		V			64	V			M	1	0	2, 1, 5		2	2
63	63	188	188	1.0	1/2	1/2	3/4	4	1	V7/V	g	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
64	64	189	189	4.0	0	0	3/4	4	1	I/V|PAC}	g	I		I/V		I				V	PAC	}	M	1	0	1, 5, 2		1	1
65	65	192	192	0.0	0	0	3/4	4	1	{	g	I										{		1	0				
65	65	193	193	2.0	1/4	1/4	3/4	4	1	iio/ii	g	I		iio/ii		ii	o			ii			o	1	0	4, 1, -2		4	4
66	66	195	195	1.0	0	0	3/4	4	1	V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
66	66	196	196	4.0	1/4	1/4	3/4	4	1	ii	g	I		ii		ii							m	1	0	2, -1, 3		2	2
67	67	200	200	1.0	1/2	1/2	3/4	4	1	iio	g	I		iio		ii	o						o	1	0	2, -1, -4		2	2
68	68	201	201	1.0	0	0	3/4	4	1	V65}	g	I		V65		V		65				}	Mm7	1	0	5, 2, -1, 1		1	5
68	68	202	202	1.0	1/4	1/4	3/4	4	1	I	g	I		I		I							M	1	0	0, 4, 1		0	0
68	68	203	203	1.0	1/2	1/2	3/4	4	1	I6{	g	I		I6		I		6				{	M	1	0	4, 1, 0		0	4
69	69	204	204	1.0	0	0	3/4	4	1	IV(4)	g	I		IV(4)		IV			4				M	1	0	-1, 5, 0		-1	-1
69	69	205	205	2.0	1/4	1/4	3/4	4	1	IV	g	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
70	70	207	207	1.0	0	0	3/4	4	1	ii6(11)	g	I		ii6(11)		ii		6	11				m	1	0	-1, 3, 2	1	2	-1
70	70	208	208	2.0	1/4	1/4	3/4	4	1	ii6	g	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
71	71	210	210	3.0	0	0	3/4	4	1	V2	g	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
72	72	213	213	3.0	0	0	3/4	4	1	I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
73	73	216	216	1.0	0	0	3/4	4	1	ii6	g	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
73	73	217	217	1.0	1/4	1/4	3/4	4	1	V(64)	g	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
73	73	218	218	1.0	1/2	1/2	3/4	4	1	V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
74	74	219	219	3.0	0	0	3/4	4	1	I|PAC}	g	I		I		I					PAC	}	M	1	0	0, 4, 1		0	0
