mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
18	18	1/4	1/4	3/4	4	1		IV	g	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
18	18	1/2	1/2	3/4	4	1		V2	g	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
19	19	0	0	3/4	4	1		I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
19	19	3/16	3/16	3/4	4	1		IV	g	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
19	19	1/4	1/4	3/4	4	1		V(64)	g	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
19	19	1/2	1/2	3/4	4	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
20	20	0	0	3/4	4	1		I\\	g	III		I		I						\\	M	1	0	0, 4, 1		0	0
21	21	0	0	3/4	4	1		I	g	III		I		I							M	1	0	0, 4, 1		0	0
22	22	0	0	3/4	4	1		ii(4)	g	III		ii(4)		ii			4				m	1	0	2, 1, 3		2	2
22	22	1/4	1/4	3/4	4	1		ii	g	III		ii		ii							m	1	0	2, -1, 3		2	2
23	23	0	0	3/4	4	1		V7	g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
24	24	0	0	3/4	4	1		I(4)	g	III		I(4)		I			4				M	1	0	0, -1, 1		0	0
24	24	1/4	1/4	3/4	4	1		I\\	g	III		I		I						\\	M	1	0	0, 4, 1		0	0
25	25	0	0	3/4	4	1		I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
26	26	0	0	3/4	4	1		V2(6)	g	III		V2(6)		V		2	6				Mm7	1	0	-1, 1, 5, 4		1	-1
26	26	1/4	1/4	3/4	4	1		V2	g	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
27	27	0	0	3/4	4	1		I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
28	28	0	0	3/4	4	1		V2(6)	g	III		V2(6)		V		2	6				Mm7	1	0	-1, 1, 5, 4		1	-1
28	28	1/4	1/4	3/4	4	1		V2	g	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
29	29	0	0	3/4	4	1		I6	g	III		I6		I		6					M	1	0	4, 1, 0		0	4
30	30	0	0	3/4	4	1		i.V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	0	0	3/4	4	1		VI	g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
32	32	0	0	3/4	4	1		Ger6/V	g	i		Ger6/V	Ger	vii	o	65	b3	V/V			Ger	1	1	-3, 1, -2, 7		7	-3
32	32	1/2	1/2	3/4	4	1		It6/V	g	i		It6/V	It	vii	o	6	b3	V/V			It	1	1	-3, 1, 7		7	-3
33	33	0	0	3/4	4	1		V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
37	37	0	0	3/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
38	38	0	0	3/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
39	39	0	0	3/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
39	39	5/8	5/8	3/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
40	40	0	0	3/4	4	1		i(42)	g	i		i(42)		i			42				m	1	1	2, -1, 1		0	2
40	40	1/4	1/4	3/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
40	40	1/2	1/2	3/4	4	1		V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
41	41	0	0	3/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
42	42	0	0	3/4	4	1		#viio65	g	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
43	43	0	0	3/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
43	43	1/4	1/4	3/4	4	1		V43	g	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
43	43	1/2	1/2	3/4	4	1		i(4)	g	i		i(4)		i			4				m	1	1	0, -1, 1		0	0
43	43	5/8	5/8	3/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
44	44	0	0	3/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	44	1/2	1/2	3/4	4	1		V\\	g	i		V		V						\\	M	1	1	1, 5, 2		1	1
45	45	0	0	3/4	4	1		@none	g	i		@none		@none							m	1	1				
47	47	0	0	3/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
48	48	0	0	3/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
49	49	0	0	3/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
50	50	0	0	3/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	51	0	0	3/4	4	1		i	g	i		i		i							m	1	1	0, -3, 1		0	0
52	52	0	0	3/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	0	0	3/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	54	0	0	3/4	4	1		iv(2)	g	i		iv(2)		iv			2				m	1	1	1, -4, 0		-1	1
54	54	1/4	1/4	3/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
54	54	1/2	1/2	3/4	4	1		V2	g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
55	55	0	0	3/4	4	1		i6	g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
55	55	3/16	3/16	3/4	4	1		iv	g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
55	55	1/4	1/4	3/4	4	1		V(64)	g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
55	55	1/2	1/2	3/4	4	1		V7	g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	56	0	0	3/4	4	1		i\\	g	i		i		i						\\	m	1	1	0, -3, 1		0	0
57	57	0	0	3/4	4	1		I.I	g	I		I		I							M	1	0	0, 4, 1		0	0
57	57	1/2	1/2	3/4	4	1		V43	g	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
58	58	1/4	1/4	3/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
58	58	1/2	1/2	3/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
59	59	0	0	3/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
59	59	1/4	1/4	3/4	4	1		V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
59	59	1/2	1/2	3/4	4	1		V6	g	I		V6		V		6					M	1	0	5, 2, 1		1	5
60	60	0	0	3/4	4	1		I	g	I		I		I							M	1	0	0, 4, 1		0	0
60	60	1/2	1/2	3/4	4	1		#viio7/vi	g	I		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
61	61	0	0	3/4	4	1		vi	g	I		vi		vi							m	1	0	3, 0, 4		3	3
61	61	1/4	1/4	3/4	4	1		vi%2	g	I		vi%2		vi	%	2					%7	1	0	1, 3, 0, -3		3	1
61	61	1/2	1/2	3/4	4	1		V65/V	g	I		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
62	62	0	0	3/4	4	1		V	g	I		V		V							M	1	0	1, 5, 2		1	1
63	63	0	0	3/4	4	1		V(64)/V	g	I		V(64)/V		V			64	V			M	1	0	2, 1, 5		2	2
63	63	1/2	1/2	3/4	4	1		V7/V	g	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
64	64	0	0	3/4	4	1		V\\	g	I		V		V						\\	M	1	0	1, 5, 2		1	1
65	65	1/4	1/4	3/4	4	1		iiio	g	I		iiio		iii	o						o	1	0	4, 1, -2		4	4
66	66	0	0	3/4	4	1		V65/ii	g	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
66	66	1/4	1/4	3/4	4	1		ii	g	I		ii		ii							m	1	0	2, -1, 3		2	2
67	67	1/2	1/2	3/4	4	1		iio	g	I		iio		ii	o						o	1	0	2, -1, -4		2	2
68	68	0	0	3/4	4	1		V65	g	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
68	68	1/4	1/4	3/4	4	1		I\\	g	I		I		I						\\	M	1	0	0, 4, 1		0	0
68	68	1/2	1/2	3/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
69	69	0	0	3/4	4	1		IV(4)	g	I		IV(4)		IV			4				M	1	0	-1, 5, 0		-1	-1
69	69	1/4	1/4	3/4	4	1		IV	g	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
70	70	0	0	3/4	4	1		ii6(4)	g	I		ii6(4)		ii		6	4				m	1	0	1, 3, 2		2	1
70	70	1/4	1/4	3/4	4	1		ii6	g	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
71	71	0	0	3/4	4	1		V2	g	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
72	72	0	0	3/4	4	1		I6	g	I		I6		I		6					M	1	0	4, 1, 0		0	4
73	73	0	0	3/4	4	1		ii6	g	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
73	73	1/4	1/4	3/4	4	1		V(64)	g	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
73	73	1/2	1/2	3/4	4	1		V7	g	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
74	74	0	0	3/4	4	1		I\\	g	I		I		I						\\	M	1	0	0, 4, 1		0	0
